order_id,order_date,region,sales_channel,product_category,customer_segment,customer_age,unit_price,quantity,discount_pct,revenue,cost,profit,shipping_days,satisfaction_score,returned
ORD-02067,2024-01-25 15:35:44.872436220,North,Phone,Clothing,Returning,18.0,32.36,1,13.2,32.36,19.08,9.0,5.0,2.0,0
ORD-01782,2023-10-13 13:44:48.744372188,North,Phone, Home & Garden,Returning,35.0,54.19,4,17.0,216.75,29.82,60.61,3.0,5.0,0
ORD-01408,2023-05-29 23:52:04.562281140,West,Phone,Clothing,Returning,38.0,71.81,2,1.4,143.63,42.49,56.59,6.0,3.0,0
ORD-02075,2024-01-28 13:42:39.079539772,South,Mobile App,Home & Garden,New,41.0,86.32,5,19.3,431.6,61.68,39.76,4.0,2.0,0
ORD-01781,2023-10-13 04:58:56.968484244,South,Mobile App,Electronics,Returning,30.0,67.85,1,18.6,67.85,50.82,4.4,3.0,3.0,1
ORD-01166,2023-03-02 14:53:14.797398699,South,In-Store,Electronics,Returning,48.0,162.45,8,16.1,1299.64,121.11,120.93,0.0,4.0,0
ORD-01534,2023-07-15 00:10:48.324162082,East,Mobile App,Home & Garden,New,25.0,97.48,4,0.3,389.93,59.08,152.3,2.0,4.0,0
ORD-01583,2023-08-01 21:38:05.342671336,South,In-Store,Sports,New,18.0,30.55,3,2.9,91.66,23.13,19.56,0.0,4.0,0
ORD-02263,2024-04-06 05:24:52.946473240,South,Online,Electronics,New,25.0,5.0,3,19.2,15.0,3.1,2.83,5.0,4.0,0
ORD-02938,2024-12-08 17:22:21.670835416,South,Online,Electronics,Returning,63.0,137.03,1,4.5,137.03,88.18,42.7,3.0,5.0,1
ORD-02433,2024-06-07 07:21:34.847423712,East,In-Store,Electronics,New,23.0,5.0,6,1.2,30.0,3.95,5.93,0.0,4.0,0
ORD-02241,2024-03-29 04:35:53.876938472,East,In-Store,Clothing,VIP,39.0,78.73,1,21.8,78.73,58.42,3.11,1.0,3.0,0
ORD-02779,2024-10-11 15:50:09.304652328,West,Mobile App,Electronics,Returning,43.0,211.05,1,11.8,211.05,150.62,35.49,2.0,4.0,0
ORD-02267,2024-04-07 16:28:20.050025016,South,In-Store,Home & Garden,Returning,57.0,44.57,1,16.2,44.57,32.58,4.76,1.0,2.0,0
ORD-02903,2024-11-25 22:37:09.514757376,North,Online,Clothing,VIP,,33.83,3,11.8,101.5,19.73,30.36,2.0,1.0,1
ORD-02118,2024-02-13 06:34:45.442721360,North,Online,Sports,Returning,33.0,42.15,1,5.0,42.15,33.28,6.77,3.0,4.0,0
ORD-02127,2024-02-16 13:27:31.425712856,South,Online, Electronics,New,35.0,5.0,1,4.8,5.0,3.79,0.97,4.0,3.0,0
ORD-02483,2024-06-25 13:34:43.641820912,North,Phone,Sports,Returning,47.0,56.79,9,7.6,511.12,33.78,168.29,6.0,3.0,0
ORD-01813,2023-10-24 21:26:33.796898448,West,Online,Home & Garden,Returning,42.0,49.83,2,1.5,99.66,27.58,42.97,4.0,4.0,0
ORD-01316,2023-04-26 09:32:41.180590296,South,Online,Sports,Returning,42.0,11.84,5,4.6,59.19,8.95,11.71,4.0,5.0,0
ORD-02601,2024-08-07 15:46:33.196598304,South,In-Store,Clothing,New,46.0,15.65,9,7.6,140.88,12.5,17.63,0.0,2.0,0
ORD-02733,2024-09-24 20:40:27.613806904,South,In-Store,Home & Garden,VIP,30.0,134.49,5,11.6,672.44,84.25,172.93,0.0,4.0,0
ORD-01516,2023-07-08 10:25:16.358179090,South,Online,Home & Garden,VIP,46.0,64.92,7,29.1,454.42,39.2,47.93,2.0,3.0,0
ORD-02926,2024-12-04 08:12:00.360180088,East,In-Store,Sports,VIP,54.0,47.6,1,19.5,47.6,34.08,4.26,1.0,4.0,1
ORD-02679,2024-09-05 03:23:51.715857928,East,Online,Electronics,New,34.0,79.67,1,1.5,79.67,50.2,28.26,3.0,3.0,1
ORD-01533,2023-07-14 15:24:56.548274138,East,Online,Clothing,New,19.0,15.58,4,8.8,62.34,8.87,21.38,1.0,5.0,1
ORD-02981,2024-12-24 10:14:28.034017008,West,Mobile App,Electronics,New,47.0,5.0,8,7.0,40.0,3.42,9.8,1.0,3.0,0
ORD-01271,2023-04-09 23:08:51.265632817,West,Online, Food & Beverage,VIP,25.0,19.36,2,19.6,38.73,11.46,8.2,6.0,5.0,0
ORD-01548,2023-07-20 02:52:53.186593298,South,In-Store,Sports,New,20.0,21.39,2,18.6,42.77,14.81,5.18,0.0,4.0,0
ORD-01964,2023-12-19 00:51:51.955977988,North,Mobile App,Home & Garden,New,52.0,95.59,7,10.0,669.13,74.79,78.87,0.0,5.0,0
ORD-02708,2024-09-15 17:33:53.216608304,East,Online,Sports,Returning,41.0,46.36,2,14.3,92.72,26.71,26.05,5.0,3.0,0
ORD-02640,2024-08-21 21:35:12.456228112,South,Online,Home & Garden,Returning,62.0,14.46,5,9.5,72.31,11.51,7.87,5.0,4.0,0
ORD-01598,2023-08-07 09:06:01.980990496,North,Online,Clothing,VIP,70.0,68.67,1,12.1,68.67,46.08,14.28,2.0,5.0,0
ORD-02808,2024-10-22 06:00:10.805402704,North,Online,Home & Garden,New,50.0,31.28,2,12.9,62.56,20.24,13.98,2.0,5.0,0
ORD-01570,2023-07-28 03:41:52.256128064,South,In-Store,Home & Garden,Returning,23.0,17.75,4,6.1,71.01,13.08,14.38,0.0,4.0,0
ORD-01074,2023-01-28 00:33:51.415707854,East,Mobile App,Sports,New,59.0,65.73,1,3.1,65.73,42.77,20.91,,4.0,0
ORD-01061,2023-01-23 06:37:38.329164582,North,In-Store,Electronics,New,33.0,174.66,6,3.6,1047.94,107.89,362.72,1.0,4.0,0
ORD-02997,2024-12-30 06:28:16.448224112,North,Online,Sports,Returning,18.0,85.98,2,10.9,171.96,67.83,17.56,3.0,5.0,0
ORD-01809,2023-10-23 10:23:06.693346672,North,Mobile App,Books,New,34.0,19.31,3,16.7,57.92,15.4,2.07,6.0,,0
ORD-01244,2023-03-31 02:30:33.316658329,North,Mobile App,Clothing,Returning,18.0,5.51,2,17.2,11.03,4.21,0.71,2.0,4.0,0
ORD-02581,2024-07-31 08:29:17.678839424,South,Mobile App,Clothing,Returning,27.0,43.57,1,16.0,43.57,27.38,9.23,3.0,5.0,0
ORD-02648,2024-08-24 19:42:06.663331664,East,In-Store,Home & Garden,New,58.0,15.46,3,19.9,46.37,11.91,1.4,0.0,4.0,0
ORD-01105,2023-02-08 08:15:36.468234117,North,Online,Sports,New,41.0,64.19,4,15.6,256.77,45.03,36.62,5.0,4.0,0
ORD-01673,2023-09-03 18:25:45.172586292,South,Online,Electronics,New,33.0,121.95,7,10.9,853.68,91.18,122.74,5.0,3.0,0
ORD-01642,2023-08-23 10:44:00.120060032,North,Mobile App,Books,Returning,36.0,5.0,2,11.6,10.0,3.79,1.25,6.0,2.0,0
ORD-02275,2024-04-10 14:35:14.257128568,North,Mobile App,Electronics,VIP,40.0,117.54,2,10.2,235.07,92.37,26.29,1.0,2.0,1
ORD-01665,2023-08-31 20:18:50.965482740,North,Online,Sports,Returning,,52.68,1,1.5,52.68,38.41,13.49,2.0,5.0,0
ORD-01509,2023-07-05 21:04:13.926963482,East,Mobile App,Food & Beverage,Returning,18.0,7.8,7,16.1,54.57,5.91,4.38,2.0,4.0,0
ORD-01131,2023-02-17 20:08:02.641320660,North,Online,Electronics,Returning,56.0,12.84,2,13.7,25.68,7.08,8.0,6.0,5.0,0
ORD-01444,2023-06-12 03:23:08.494247124,West,In-Store,Clothing,Returning,31.0,21.13,2,20.0,42.27,13.18,7.45,1.0,4.0,1
ORD-01866,2023-11-13 05:57:17.918959480,North,In-Store,Clothing,Returning,34.0,72.13,3,5.8,216.39,55.52,37.24,0.0,3.0,0
ORD-01149,2023-02-24 09:53:34.607303652,North,Mobile App,Sports,VIP,41.0,84.11,4,25.1,336.42,55.16,31.47,2.0,4.0,0
ORD-02783,2024-10-13 02:53:36.408204104,East,Mobile App,Electronics,New,39.0,138.81,4,8.3,555.24,86.32,163.86,1.0,5.0,0
ORD-01057,2023-01-21 19:34:11.225612806,North,In-Store,Electronics,Returning,43.0,5.0,3,8.4,15.0,3.77,2.43,1.0,5.0,0
ORD-02663,2024-08-30 07:10:03.301650824,South,Online,Home & Garden,Returning,28.0,48.89,2,12.9,97.78,38.06,9.03,2.0,2.0,0
ORD-02074,2024-01-28 04:56:47.303651828,West,In-Store,Food & Beverage,Returning,46.0,30.57,2,6.8,61.14,19.32,18.34,0.0,3.0,0
ORD-02138,2024-02-20 13:52:00.960480240,South,In-Store,Sports,Returning,33.0,107.95,4,13.9,431.79,76.92,64.11,0.0,4.0,0
ORD-01086,2023-02-01 09:44:12.726363181,East,Online,Electronics,Returning,33.0,187.4,1,13.5,187.4,113.95,48.07,4.0,4.0,0
ORD-02857,2024-11-09 03:27:27.823911960,South,In-Store,Electronics,New,23.0,59.04,2,10.3,118.09,40.36,25.17,0.0,4.0,0
ORD-01771,2023-10-09 13:20:19.209604804,West,Online,Clothing,VIP,30.0,74.5,1,24.5,74.5,56.2,0.01,5.0,4.0,1
ORD-02236,2024-03-27 08:46:34.997498752,West,Online,Sports,Returning,55.0,32.92,3,11.0,98.75,20.98,24.91,5.0,5.0,0
ORD-01708,2023-09-16 13:10:57.328664332,North,Online, Books,Returning,55.0,20.33,1,2.1,20.33,15.1,4.81,5.0,,0
ORD-02562,2024-07-24 09:57:53.936968488,East,Online,Clothing,New,18.0,33.53,3,12.9,100.58,21.56,22.91,4.0,4.0,0
ORD-02344,2024-05-05 19:19:46.793396696,East,In-Store,Food & Beverage,Returning,29.0,5.0,9,6.5,45.0,2.81,16.81,0.0,4.0,1
ORD-02567,2024-07-26 05:47:12.816408208,North,Mobile App,Sports,New,35.0,76.75,5,7.9,383.76,48.98,108.69,0.0,4.0,0
ORD-01538,2023-07-16 11:14:15.427713858,South,Mobile App,Electronics,Returning,37.0,69.1,1,2.0,69.1,52.04,15.68,2.0,2.0,0
ORD-02441,2024-06-10 05:28:29.054527264,North,In-Store,Electronics,New,36.0,167.96,1,9.8,167.96,109.22,42.36,0.0,3.0,0
ORD-02576,2024-07-29 12:39:58.799399704,North,Online,Sports,Returning,35.0,37.54,9,10.8,337.84,21.94,103.76,5.0,4.0,0
ORD-02558,2024-07-22 22:54:26.833416712,West,Online,Clothing,Returning,43.0,96.35,1,15.1,96.35,72.88,8.89,6.0,2.0,0
ORD-02432,2024-06-06 22:35:43.071535768,South,Mobile App,Sports,New,50.0,58.53,2,10.8,117.06,33.31,37.85,1.0,4.0,0
ORD-01418,2023-06-02 15:30:42.321160580,East,Online,Clothing,Returning,50.0,59.21,2,2.8,118.41,35.32,44.51,2.0,4.0,1
ORD-02852,2024-11-07 07:38:08.944472240,West,In-Store,Books,Returning,27.0,25.41,2,10.6,50.82,18.18,9.07,1.0,4.0,0
ORD-02709,2024-09-16 02:19:44.992496248,East,Phone,Food & Beverage,VIP,46.0,30.17,8,29.5,241.38,22.0,-5.88,6.0,1.0,0
ORD-02285,2024-04-14 06:13:52.016008008,South,Online,Sports,Returning,37.0,79.54,7,1.1,556.78,46.98,221.98,2.0,,0
ORD-01851,2023-11-07 18:29:21.280640320,East,Online,Clothing,VIP,37.0,61.51,2,29.4,123.02,41.21,4.43,4.0,4.0,0
ORD-02754,2024-10-02 12:43:34.907453728,West,Online,Food & Beverage,New,35.0,25.95,2,5.8,51.9,20.45,7.97,3.0,3.0,0
ORD-02731,2024-09-24 03:08:44.062031016,East,Phone,Clothing,New,48.0,64.63,3,1.7,193.9,40.5,69.01,6.0,5.0,0
ORD-02695,2024-09-10 23:37:40.130065032,North,Online,Clothing,Returning,57.0,24.12,1,7.2,24.12,17.32,5.07,4.0,5.0,0
ORD-02767,2024-10-07 06:39:47.993997000,South,In-Store,ELECTRONICS,Returning,35.0,91.0,2,16.9,182.0,60.54,30.17,0.0,5.0,0
ORD-02303,2024-04-20 19:59:23.981991000,South,Online,Books,VIP,,12.15,1,19.4,12.15,8.67,1.13,2.0,4.0,0
ORD-02734,2024-09-25 05:26:19.389694848,North,Online,Sports,New,41.0,8.41,9,8.8,75.68,5.48,19.68,5.0,5.0,0
ORD-02800,2024-10-19 07:53:16.598299152,West,Online,Clothing,New,51.0,32.99,4,4.0,131.94,23.07,34.43,2.0,3.0,0
ORD-01304,2023-04-22 00:22:19.869934968,East,Phone,Books,Returning,59.0,11.52,1,9.0,11.52,8.04,2.44,3.0,5.0,0
ORD-02520,2024-07-09 01:51:39.349674840,North,Online,Books,Returning,36.0,14.05,2,18.4,28.09,10.71,1.5,4.0,4.0,0
ORD-01335,2023-05-03 08:04:04.922461230,North,Online,Electronics,Returning,31.0,15.03,2,11.5,30.05,9.44,7.72,3.0,4.0,0
ORD-01995,2023-12-30 08:33:37.008504252,North,Mobile App,Books,Returning,44.0,9.53,1,19.8,9.53,6.66,0.98,3.0,4.0,0
ORD-01569,2023-07-27 18:56:00.480240120,South,Phone,BOOKS,Returning,59.0,23.33,2,9.8,46.67,18.28,5.52,5.0,3.0,0
ORD-01088,2023-02-02 03:15:56.278139069,West,Mobile App,Books,Returning,33.0,5.0,2,10.7,10.0,3.47,2.0,2.0,5.0,0
ORD-01874,2023-11-16 04:04:12.126063032,North,Mobile App,Clothing,VIP,30.0,74.68,1,29.8,74.68,54.22,-1.76,2.0,4.0,1
ORD-02555,2024-07-21 20:36:51.505752880,North,In-Store,Sports,Returning,42.0,28.42,3,5.0,85.26,18.96,24.17,0.0,4.0,0
ORD-02527,2024-07-11 15:12:41.780890448,South,Mobile App,Electronics,Returning,35.0,28.02,4,15.2,112.09,20.38,13.6,3.0,,0
ORD-01712,2023-09-18 00:14:24.432216108,South,Online,Clothing,Returning,49.0,37.27,2,8.8,74.55,27.73,12.54,,5.0,0
ORD-02751,2024-10-01 10:25:59.579789896,North,Phone,Books,Returning,18.0,14.09,3,,42.26,8.97,10.86,5.0,4.0,0
ORD-02854,2024-11-08 01:09:52.496248128,West,Mobile App,Clothing,Returning,40.0,49.55,2,1.5,99.1,27.98,41.7,1.0,4.0,0
ORD-02385,2024-05-20 18:40:09.604802400,South,Mobile App,Home & Garden,New,30.0,84.01,3,15.1,252.02,46.59,74.15,1.0,3.0,0
ORD-01221,2023-03-22 16:55:42.471235618,East,In-Store,Home & Garden,Returning,63.0,93.25,5,11.0,466.23,53.88,145.48,1.0,4.0,0
ORD-01319,2023-04-27 11:50:16.508254128,North,In-Store,Home & Garden,New,25.0,71.74,5,15.7,358.71,51.63,44.13,0.0,,0
ORD-02760,2024-10-04 17:18:45.562781392,South,Online,Sports,Returning,18.0,9.91,4,19.9,39.63,5.57,9.5,2.0,5.0,0
ORD-01878,2023-11-17 15:07:39.229614808,North,In-Store,Clothing,Returning,30.0,52.86,5,18.6,264.31,39.31,18.47,0.0,5.0,0
ORD-02806,2024-10-21 12:28:27.253626816,East,In-Store,Clothing,Returning,44.0,72.67,6,14.9,436.02,46.58,91.45,0.0,5.0,0
ORD-01825,2023-10-29 06:36:55.107553776,West,Mobile App,Electronics,VIP,25.0,169.99,1,15.2,169.99,124.12,20.0,2.0,,0
ORD-02991,2024-12-28 01:53:05.792896448,North,Online,Home & Garden,New,45.0,141.66,9,18.5,1274.98,91.92,211.98,6.0,5.0,0
ORD-02471,2024-06-21 04:24:22.331165584,East,Mobile App,Clothing,New,51.0,56.1,2,,112.21,41.04,14.04,4.0,4.0,0
ORD-01138,2023-02-20 09:29:05.072536268,South,Online,Sports,Returning,18.0,5.0,3,2.7,15.0,3.04,5.48,5.0,3.0,0
ORD-01163,2023-03-01 12:35:39.469734868,South,Mobile App,Clothing,Returning,28.0,65.23,1,7.4,65.23,43.89,16.49,0.0,4.0,0
ORD-02894,2024-11-22 15:44:23.531765888,East,Mobile App,Home & Garden,Returning,73.0,87.53,9,13.4,787.76,60.64,136.44,,4.0,0
ORD-02454,2024-06-14 23:24:42.141070536,North,Phone,SPORTS,VIP,64.0,26.32,1,12.3,26.32,17.51,5.58,5.0,5.0,0
ORD-01960,2023-12-17 13:48:24.852426212,North,Online,Home & Garden,Returning,56.0,78.53,2,17.1,157.06,52.11,26.04,4.0,5.0,0
ORD-02444,2024-06-11 07:46:04.382191096,West,Phone,Electronics,New,42.0,233.52,1,17.7,233.52,131.21,61.03,6.0,4.0,0
ORD-02246,2024-03-31 00:25:12.756378192,North,In-Store,Books,Returning,21.0,23.92,1,4.5,23.92,14.86,7.97,0.0,1.0,0
ORD-02183,2024-03-08 00:15:50.875437720,West,Online,Food & Beverage,Returning,54.0,17.47,3,11.0,52.41,10.05,16.5,5.0,4.0,0
ORD-02935,2024-12-07 15:04:46.343171584,West,In-Store,Sports,New,44.0,25.39,4,16.8,101.55,19.08,8.23,1.0,3.0,0
ORD-02304,2024-04-21 04:45:15.757878944,East,Online,Clothing,New,,22.56,2,14.6,45.12,13.73,11.07,4.0,5.0,0
ORD-02809,2024-10-22 14:46:02.581290648,North,Online,Clothing,New,42.0,5.0,1,19.4,5.0,3.95,0.08,5.0,4.0,0
ORD-01633,2023-08-20 03:51:14.137068536,South,Online,Books,Returning,41.0,21.84,3,6.7,65.53,13.62,20.3,2.0,3.0,0
ORD-02192,2024-03-11 07:08:36.858429216,South,Phone,Sports,Returning,19.0,23.22,1,7.2,23.22,14.18,7.36,9.0,5.0,0
ORD-01655,2023-08-28 04:40:13.206603304,North,In-Store,Electronics,Returning,28.0,264.49,6,3.5,1586.92,187.92,403.59,0.0,3.0,1
ORD-01016,2023-01-06 20:13:48.414207103,South,Online,Books,New,24.0,25.66,4,3.7,102.63,18.98,22.95,4.0,4.0,0
ORD-02634,2024-08-19 17:00:01.800900448,West,Online,Electronics,Returning,25.0,5.0,2,10.8,10.0,3.59,1.74,1.0,4.0,0
ORD-02169,2024-03-02 21:33:46.013006504,North,In-Store,Sports,New,39.0,45.82,2,10.4,91.64,32.08,17.94,0.0,3.0,0
ORD-01137,2023-02-20 00:43:13.296648324,East,Mobile App,Clothing,VIP,20.0,58.2,2,23.1,116.39,41.37,6.77,4.0,4.0,0
ORD-02229,2024-03-24 19:25:32.566283144,South,Online,Home & Garden,Returning,39.0,86.58,2,16.7,173.17,54.77,34.64,4.0,4.0,0
ORD-01697,2023-09-12 12:46:27.793896948,East,Online,Home & Garden,Returning,31.0,78.96,6,19.2,473.74,55.2,51.67,6.0,5.0,0
ORD-02097,2024-02-05 14:31:38.149074540,North,Online,Clothing,New,18.0,79.14,1,14.6,79.14,63.11,4.46,4.0,5.0,0
ORD-02619,2024-08-14 05:32:05.162581288,East,Online,Electronics,Returning,59.0,213.69,3,2.1,641.06,137.49,215.27,2.0,4.0,1
ORD-01448,2023-06-13 14:26:35.597798900,South,Online,Clothing,New,20.0,67.36,4,0.8,269.42,39.83,107.82,6.0,,0
ORD-02900,2024-11-24 20:19:34.187093552,East,In-Store,Sports,Returning,24.0,38.79,2,5.4,77.58,27.14,19.12,0.0,4.0,0
ORD-01327,2023-04-30 09:57:10.715357680,East,Online,Food & Beverage,Returning,57.0,30.28,4,3.9,121.12,23.88,20.84,5.0,,0
ORD-01317,2023-04-26 18:18:32.956478240,North,Online,Electronics,Returning,35.0,101.98,1,11.6,101.98,75.08,15.08,5.0,,0
ORD-02533,2024-07-13 19:47:52.436218112,North,Online,Books,Returning,33.0,11.4,3,0.5,34.21,7.53,11.44,6.0,,1
ORD-01526,2023-07-12 02:03:54.117058530,South,Online,Sports,New,31.0,49.81,3,1.7,149.44,29.94,57.13,2.0,5.0,0
ORD-01087,2023-02-01 18:30:04.502251125,East,Mobile App,Home & Garden,New,24.0,91.42,2,14.0,182.85,51.37,54.59,2.0,4.0,0
ORD-02278,2024-04-11 16:52:49.584792400,North,Online,Food & Beverage,Returning,39.0,39.27,10,8.7,392.71,31.0,48.55,3.0,3.0,0
ORD-01148,2023-02-24 01:07:42.831415708,North,In-Store,Sports,Returning,34.0,46.81,1,3.4,46.81,32.94,12.28,0.0,3.0,0
ORD-02626,2024-08-16 18:53:07.593796896,North,Online,Clothing,VIP,37.0,52.84,1,18.2,52.84,34.78,8.45,4.0,3.0,0
ORD-02384,2024-05-20 09:54:17.828914456,East,Online,Sports,Returning,39.0,40.0,7,18.7,280.03,23.69,61.95,3.0,4.0,0
ORD-02466,2024-06-19 08:35:03.451725864,West,In-Store,Sports,VIP,27.0,75.81,8,13.8,606.52,42.05,186.53,2.0,2.0,0
ORD-01365,2023-05-14 06:59:58.199099550,South,Online,Sports,Returning,41.0,48.55,1,9.4,48.55,33.05,10.96,4.0,4.0,0
ORD-01589,2023-08-04 02:13:15.997999000,North,Mobile App,Sports,Returning,30.0,160.87,6,16.5,965.23,104.5,178.54,3.0,4.0,0
ORD-02516,2024-07-07 14:48:12.246123064,East,Online,Books,New,66.0,14.41,5,0.7,72.05,9.54,23.83,5.0,4.0,0
ORD-01198,2023-03-14 07:20:51.625812907,West,In-Store,Clothing,New,57.0,75.68,3,18.3,227.05,55.54,18.85,0.0,1.0,0
ORD-02901,2024-11-25 05:05:25.962981496,North,Online,Home & Garden,New,48.0,36.95,3,12.0,110.84,23.78,26.24,4.0,,0
ORD-01192,2023-03-12 02:45:40.970485243,West,Mobile App,Home & Garden,Returning,55.0,29.09,1,3.8,29.09,18.16,9.82,1.0,3.0,0
ORD-01404,2023-05-28 12:48:37.458729364,South,Mobile App,Food & Beverage,New,35.0,20.04,5,2.5,100.19,14.14,26.97,4.0,4.0,0
ORD-02578,2024-07-30 06:11:42.351175592,East,Mobile App,Food & Beverage,VIP,22.0,9.16,2,25.7,18.32,5.91,1.8,3.0,4.0,0
ORD-02992,2024-12-28 10:38:57.568784392,East,Mobile App,Home & Garden,New,50.0,95.88,2,14.4,191.77,58.31,47.54,2.0,5.0,1
ORD-01483,2023-06-26 09:11:47.753876938,East,Online,Home & Garden,New,30.0,50.26,2,4.1,100.52,36.63,23.18,2.0,3.0,0
ORD-02465,2024-06-18 23:49:11.675837920,North,Mobile App,Home & Garden,Returning,22.0,5.0,1,7.9,5.0,3.84,0.77,0.0,5.0,0
ORD-01791,2023-10-16 20:37:34.727363684,East,Phone,Food & Beverage,New,44.0,39.3,2,4.7,78.59,27.59,19.75,5.0,5.0,0
ORD-01799,2023-10-19 18:44:28.934467236,West,Online,Sports,Returning,61.0,51.18,2,11.1,102.36,38.44,14.15,4.0,5.0,0
ORD-01384,2023-05-21 05:31:21.940970486,East,Online,Books,Returning,50.0,13.87,1,5.2,13.87,10.93,2.22,6.0,4.0,0
ORD-01750,2023-10-01 21:17:11.915957980,North,Online,Clothing,New,36.0,71.25,1,8.1,71.25,48.37,17.08,3.0,5.0,0
ORD-01422,2023-06-04 02:34:09.424712356,North,Mobile App,Home & Garden,New,58.0,47.53,1,9.0,47.53,27.08,16.15,6.0,4.0,0
ORD-01314,2023-04-25 16:00:57.628814408,West,Phone,Food & Beverage,New,31.0,38.07,5,4.5,190.37,29.57,34.0,3.0,,0
ORD-02021,2024-01-08 20:26:03.181590796,North,In-Store,Clothing,VIP,54.0,51.12,7,21.1,357.87,34.43,41.47,0.0,4.0,0
ORD-01543,2023-07-18 07:03:34.307153578,East,In-Store,Clothing,New,42.0,55.93,2,18.9,111.86,42.65,5.42,0.0,3.0,1
ORD-01913,2023-11-30 09:52:51.385692848,South,Phone,Electronics,New,29.0,165.1,4,0.5,660.41,129.36,139.94,4.0,5.0,0
ORD-01662,2023-08-30 18:01:15.637818908,East,Online,Home & Garden,New,,71.83,1,4.3,71.83,39.52,29.23,,3.0,0
ORD-01902,2023-11-26 09:28:21.850925464,North,Online,Electronics,New,55.0,5.0,1,17.3,5.0,3.99,0.15,1.0,4.0,0
ORD-02455,2024-06-15 08:10:33.916958480,West,Online,Electronics,VIP,38.0,305.41,1,26.9,305.41,179.33,44.07,6.0,4.0,0
ORD-01685,2023-09-08 03:36:06.483241620,East,Online,Clothing,New,51.0,97.28,4,10.7,389.11,57.0,119.43,6.0,4.0,1
ORD-02682,2024-09-06 05:41:27.043521760,East,Mobile App,Food & Beverage,Returning,22.0,27.86,2,13.8,55.72,19.15,9.73,1.0,4.0,0
ORD-01159,2023-02-28 01:32:12.366183092,East,Mobile App,Home & Garden,VIP,18.0,20.57,1,28.4,20.57,12.57,2.16,3.0,3.0,0
ORD-01999,2023-12-31 19:37:04.112056028,South,Mobile App,Home & Garden,Returning,44.0,46.98,4,2.6,187.91,32.35,53.59,1.0,4.0,1
ORD-02305,2024-04-21 13:31:07.533766888,West,Online,Home & Garden,VIP,22.0,42.69,5,12.7,213.44,25.44,59.06,2.0,3.0,0
ORD-02782,2024-10-12 18:07:44.632316160,South,Online,Home & Garden,VIP,30.0,13.94,1,14.1,13.94,9.34,2.64,4.0,4.0,0
ORD-01202,2023-03-15 18:24:18.729364682,North,In-Store,Electronics,VIP,42.0,205.23,1,21.4,205.23,153.38,7.95,0.0,3.0,0
ORD-02023,2024-01-09 13:57:46.733366684,West,Online,Sports,Returning,38.0,76.23,8,16.2,609.82,52.33,92.52,3.0,5.0,0
ORD-02537,2024-07-15 06:51:19.539769888,East,Online,Books,Returning,19.0,15.11,3,5.6,45.32,12.08,6.54,6.0,5.0,0
ORD-02268,2024-04-08 01:14:11.825912960,East,In-Store,Books,Returning,63.0,9.31,2,3.1,18.63,7.24,3.56,0.0,,0
ORD-01112,2023-02-10 21:36:38.899449725,West,Online,Electronics,VIP,29.0,149.16,4,18.2,596.66,95.04,107.7,3.0,5.0,0
ORD-02812,2024-10-23 17:03:37.908954480,North,Online,Books,New,18.0,10.89,4,10.9,43.56,7.03,10.69,4.0,4.0,0
ORD-02238,2024-03-28 02:18:18.549274640,West,In-Store,Electronics,Returning,57.0,168.79,2,2.7,337.58,100.04,128.31,0.0,4.0,0
ORD-01980,2023-12-24 21:05:40.370185092,South,In-Store,Food & Beverage,New,29.0,48.6,6,15.3,291.62,32.87,49.7,3.0,5.0,0
ORD-01922,2023-12-03 16:45:37.368684344,West,Mobile App,Home & Garden,New,49.0,64.58,1,8.8,64.58,40.7,18.22,2.0,3.0,0
ORD-02489,2024-06-27 18:09:54.297148576,South,In-Store,Food & Beverage,VIP,34.0,15.48,3,14.2,46.44,11.9,4.14,0.0,5.0,0
ORD-02593,2024-08-04 17:39:38.989494752,North,In-Store,Food & Beverage,VIP,55.0,18.41,4,,73.64,13.88,10.29,0.0,4.0,0
ORD-02150,2024-02-24 23:02:22.271135568,East,In-Store,Clothing,Returning,32.0,18.42,2,6.1,36.83,13.27,8.04,1.0,4.0,0
ORD-02247,2024-03-31 09:11:04.532266136,North,In-Store,Books,VIP,47.0,31.44,1,26.1,31.44,18.75,4.5,0.0,5.0,0
ORD-01815,2023-10-25 14:58:17.348674336,South,Mobile App,Food & Beverage,New,31.0,20.62,1,7.9,20.62,14.91,4.08,2.0,4.0,0
ORD-02463,2024-06-18 06:17:28.124062032,East,In-Store,Clothing,Returning,28.0,44.24,7,10.6,309.7,24.7,103.87,1.0,5.0,0
ORD-02295,2024-04-17 21:52:29.774887448,North,Online,Electronics,VIP,59.0,35.8,3,14.9,107.39,21.79,25.97,,4.0,0
ORD-01679,2023-09-05 23:00:55.827913956,West,In-Store,Sports,Returning,46.0,94.28,6,8.0,565.7,64.2,135.09,0.0,,0
ORD-02093,2024-02-04 03:28:11.045522764,South,Mobile App,Electronics,New,33.0,5.0,1,8.7,5.0,2.89,1.68,3.0,5.0,1
ORD-01080,2023-01-30 05:09:02.071035518,West,Online,Sports,Returning,35.0,39.54,3,15.6,118.63,27.7,17.06,3.0,5.0,0
ORD-02765,2024-10-06 13:08:04.442221112,South,Online,Sports,Returning,33.0,82.77,2,3.9,165.54,54.85,49.36,4.0,5.0,0
ORD-02348,2024-05-07 06:23:13.896948472,West,Online,Clothing,Returning,39.0,72.59,5,9.2,362.97,53.2,63.61,5.0,3.0,0
