order_id,order_date,region,sales_channel,product_category,customer_segment,customer_age,unit_price,quantity,discount_pct,revenue,cost,profit,shipping_days,satisfaction_score,returned,price_outlier_flag,order_year,order_month,order_quarter,order_dayofweek,net_revenue,profit_margin,revenue_per_unit
ORD-01874,2023-11-16 04:04:12.126063032,North,Mobile App,Clothing,VIP,30,74.68,1,29.8,74.68,54.22,-1.76,2,4,1,0,2023,11,4,Thursday,52.43,-2.36,74.68
ORD-02555,2024-07-21 20:36:51.505752880,North,In-Store,Sports,Returning,42,28.42,3,5.0,85.26,18.96,24.17,0,4,0,0,2024,7,3,Sunday,81.0,28.35,28.42
ORD-02527,2024-07-11 15:12:41.780890448,South,Mobile App,Electronics,Returning,35,28.02,4,15.2,112.09,20.38,13.6,3,4,0,0,2024,7,3,Thursday,95.05,12.13,28.02
ORD-01712,2023-09-18 00:14:24.432216108,South,Online,Clothing,Returning,49,37.27,2,8.8,74.55,27.73,12.54,3,5,0,0,2023,9,3,Monday,67.99,16.82,37.28
ORD-02751,2024-10-01 10:25:59.579789896,North,Phone,Books,Returning,18,14.09,3,11.6,42.26,8.97,10.86,5,4,0,0,2024,10,4,Tuesday,37.36,25.7,14.09
ORD-02854,2024-11-08 01:09:52.496248128,West,Mobile App,Clothing,Returning,40,49.55,2,1.5,99.1,27.98,41.7,1,4,0,0,2024,11,4,Friday,97.61,42.08,49.55
ORD-02385,2024-05-20 18:40:09.604802400,South,Mobile App,Home & Garden,New,30,84.01,3,15.1,252.02,46.59,74.15,1,3,0,0,2024,5,2,Monday,213.96,29.42,84.01
ORD-01221,2023-03-22 16:55:42.471235618,East,In-Store,Home & Garden,Returning,63,93.25,5,11.0,466.23,53.88,145.48,1,4,0,0,2023,3,1,Wednesday,414.94,31.2,93.25
ORD-01319,2023-04-27 11:50:16.508254128,North,In-Store,Home & Garden,New,25,71.74,5,15.7,358.71,51.63,44.13,0,4,0,0,2023,4,2,Thursday,302.39,12.3,71.74
ORD-02760,2024-10-04 17:18:45.562781392,South,Online,Sports,Returning,18,9.91,4,19.9,39.63,5.57,9.5,2,5,0,0,2024,10,4,Friday,31.74,23.97,9.91
ORD-01878,2023-11-17 15:07:39.229614808,North,In-Store,Clothing,Returning,30,52.86,5,18.6,264.31,39.31,18.47,0,5,0,0,2023,11,4,Friday,215.15,6.99,52.86
ORD-02806,2024-10-21 12:28:27.253626816,East,In-Store,Clothing,Returning,44,72.67,6,14.9,436.02,46.58,91.45,0,5,0,0,2024,10,4,Monday,371.05,20.97,72.67
ORD-01825,2023-10-29 06:36:55.107553776,West,Mobile App,Electronics,VIP,25,169.99,1,15.2,169.99,124.12,20.0,2,4,0,0,2023,10,4,Sunday,144.15,11.77,169.99
ORD-02991,2024-12-28 01:53:05.792896448,North,Online,Home & Garden,New,45,141.66,9,18.5,1274.98,91.92,211.98,6,5,0,0,2024,12,4,Saturday,1039.11,16.63,141.66
ORD-02471,2024-06-21 04:24:22.331165584,East,Mobile App,Clothing,New,51,56.1,2,11.6,112.21,41.04,14.04,4,4,0,0,2024,6,2,Friday,99.19,12.51,56.1
ORD-01138,2023-02-20 09:29:05.072536268,South,Online,Sports,Returning,18,5.0,3,2.7,15.0,3.04,5.48,5,3,0,0,2023,2,1,Monday,14.6,36.53,5.0
ORD-01163,2023-03-01 12:35:39.469734868,South,Mobile App,Clothing,Returning,28,65.23,1,7.4,65.23,43.89,16.49,0,4,0,0,2023,3,1,Wednesday,60.4,25.28,65.23
ORD-02894,2024-11-22 15:44:23.531765888,East,Mobile App,Home & Garden,Returning,73,87.53,9,13.4,787.76,60.64,136.44,3,4,0,0,2024,11,4,Friday,682.2,17.32,87.53
ORD-02454,2024-06-14 23:24:42.141070536,North,Phone,Sports,VIP,64,26.32,1,12.3,26.32,17.51,5.58,5,5,0,0,2024,6,2,Friday,23.08,21.2,26.32
ORD-01960,2023-12-17 13:48:24.852426212,North,Online,Home & Garden,Returning,56,78.53,2,17.1,157.06,52.11,26.04,4,5,0,0,2023,12,4,Sunday,130.2,16.58,78.53
ORD-02444,2024-06-11 07:46:04.382191096,West,Phone,Electronics,New,42,233.52,1,17.7,233.52,131.21,61.03,6,4,0,0,2024,6,2,Tuesday,192.19,26.13,233.52
ORD-02246,2024-03-31 00:25:12.756378192,North,In-Store,Books,Returning,21,23.92,1,4.5,23.92,14.86,7.97,0,1,0,0,2024,3,1,Sunday,22.84,33.32,23.92
ORD-02183,2024-03-08 00:15:50.875437720,West,Online,Food & Beverage,Returning,54,17.47,3,11.0,52.41,10.05,16.5,5,4,0,0,2024,3,1,Friday,46.64,31.48,17.47
ORD-02935,2024-12-07 15:04:46.343171584,West,In-Store,Sports,New,44,25.39,4,16.8,101.55,19.08,8.23,1,3,0,0,2024,12,4,Saturday,84.49,8.1,25.39
ORD-02304,2024-04-21 04:45:15.757878944,East,Online,Clothing,New,37,22.56,2,14.6,45.12,13.73,11.07,4,5,0,0,2024,4,2,Sunday,38.53,24.53,22.56
ORD-02809,2024-10-22 14:46:02.581290648,North,Online,Clothing,New,42,5.0,1,19.4,5.0,3.95,0.08,5,4,0,0,2024,10,4,Tuesday,4.03,1.6,5.0
ORD-01633,2023-08-20 03:51:14.137068536,South,Online,Books,Returning,41,21.84,3,6.7,65.53,13.62,20.3,2,3,0,0,2023,8,3,Sunday,61.14,30.98,21.84
ORD-02192,2024-03-11 07:08:36.858429216,South,Phone,Sports,Returning,19,23.22,1,7.2,23.22,14.18,7.36,9,5,0,0,2024,3,1,Monday,21.55,31.7,23.22
ORD-01655,2023-08-28 04:40:13.206603304,North,In-Store,Electronics,Returning,28,264.49,6,3.5,1586.92,187.92,403.59,0,3,1,1,2023,8,3,Monday,1531.38,25.43,264.49
ORD-01016,2023-01-06 20:13:48.414207103,South,Online,Books,New,24,25.66,4,3.7,102.63,18.98,22.95,4,4,0,0,2023,1,1,Friday,98.83,22.36,25.66
ORD-02634,2024-08-19 17:00:01.800900448,West,Online,Electronics,Returning,25,5.0,2,10.8,10.0,3.59,1.74,1,4,0,0,2024,8,3,Monday,8.92,17.4,5.0
ORD-02169,2024-03-02 21:33:46.013006504,North,In-Store,Sports,New,39,45.82,2,10.4,91.64,32.08,17.94,0,3,0,0,2024,3,1,Saturday,82.11,19.58,45.82
ORD-01137,2023-02-20 00:43:13.296648324,East,Mobile App,Clothing,VIP,20,58.2,2,23.1,116.39,41.37,6.77,4,4,0,0,2023,2,1,Monday,89.5,5.82,58.2
ORD-02229,2024-03-24 19:25:32.566283144,South,Online,Home & Garden,Returning,39,86.58,2,16.7,173.17,54.77,34.64,4,4,0,0,2024,3,1,Sunday,144.25,20.0,86.58
ORD-01697,2023-09-12 12:46:27.793896948,East,Online,Home & Garden,Returning,31,78.96,6,19.2,473.74,55.2,51.67,6,5,0,0,2023,9,3,Tuesday,382.78,10.91,78.96
ORD-02097,2024-02-05 14:31:38.149074540,North,Online,Clothing,New,18,79.14,1,14.6,79.14,63.11,4.46,4,5,0,0,2024,2,1,Monday,67.59,5.64,79.14
ORD-02619,2024-08-14 05:32:05.162581288,East,Online,Electronics,Returning,59,213.69,3,2.1,641.06,137.49,215.27,2,4,1,0,2024,8,3,Wednesday,627.6,33.58,213.69
ORD-01448,2023-06-13 14:26:35.597798900,South,Online,Clothing,New,20,67.36,4,0.8,269.42,39.83,107.82,6,4,0,0,2023,6,2,Tuesday,267.26,40.02,67.36
ORD-02900,2024-11-24 20:19:34.187093552,East,In-Store,Sports,Returning,24,38.79,2,5.4,77.58,27.14,19.12,0,4,0,0,2024,11,4,Sunday,73.39,24.65,38.79
ORD-01327,2023-04-30 09:57:10.715357680,East,Online,Food & Beverage,Returning,57,30.28,4,3.9,121.12,23.88,20.84,5,4,0,0,2023,4,2,Sunday,116.4,17.21,30.28
ORD-01317,2023-04-26 18:18:32.956478240,North,Online,Electronics,Returning,35,101.98,1,11.6,101.98,75.08,15.08,5,4,0,0,2023,4,2,Wednesday,90.15,14.79,101.98
ORD-02533,2024-07-13 19:47:52.436218112,North,Online,Books,Returning,33,11.4,3,0.5,34.21,7.53,11.44,6,4,1,0,2024,7,3,Saturday,34.04,33.44,11.4
ORD-01526,2023-07-12 02:03:54.117058530,South,Online,Sports,New,31,49.81,3,1.7,149.44,29.94,57.13,2,5,0,0,2023,7,3,Wednesday,146.9,38.23,49.81
ORD-01087,2023-02-01 18:30:04.502251125,East,Mobile App,Home & Garden,New,24,91.42,2,14.0,182.85,51.37,54.59,2,4,0,0,2023,2,1,Wednesday,157.25,29.86,91.42
ORD-02278,2024-04-11 16:52:49.584792400,North,Online,Food & Beverage,Returning,39,39.27,10,8.7,392.71,31.0,48.55,3,3,0,0,2024,4,2,Thursday,358.54,12.36,39.27
ORD-01148,2023-02-24 01:07:42.831415708,North,In-Store,Sports,Returning,34,46.81,1,3.4,46.81,32.94,12.28,0,3,0,0,2023,2,1,Friday,45.22,26.23,46.81
ORD-02626,2024-08-16 18:53:07.593796896,North,Online,Clothing,VIP,37,52.84,1,18.2,52.84,34.78,8.45,4,3,0,0,2024,8,3,Friday,43.22,15.99,52.84
ORD-02384,2024-05-20 09:54:17.828914456,East,Online,Sports,Returning,39,40.0,7,18.7,280.03,23.69,61.95,3,4,0,0,2024,5,2,Monday,227.66,22.12,40.0
ORD-02466,2024-06-19 08:35:03.451725864,West,In-Store,Sports,VIP,27,75.81,8,13.8,606.52,42.05,186.53,2,2,0,0,2024,6,2,Wednesday,522.82,30.75,75.82
ORD-01365,2023-05-14 06:59:58.199099550,South,Online,Sports,Returning,41,48.55,1,9.4,48.55,33.05,10.96,4,4,0,0,2023,5,2,Sunday,43.99,22.57,48.55
ORD-01589,2023-08-04 02:13:15.997999000,North,Mobile App,Sports,Returning,30,160.87,6,16.5,965.23,104.5,178.54,3,4,0,0,2023,8,3,Friday,805.97,18.5,160.87
ORD-02516,2024-07-07 14:48:12.246123064,East,Online,Books,New,66,14.41,5,0.7,72.05,9.54,23.83,5,4,0,0,2024,7,3,Sunday,71.55,33.07,14.41
ORD-01198,2023-03-14 07:20:51.625812907,West,In-Store,Clothing,New,57,75.68,3,18.3,227.05,55.54,18.85,0,1,0,0,2023,3,1,Tuesday,185.5,8.3,75.68
ORD-02901,2024-11-25 05:05:25.962981496,North,Online,Home & Garden,New,48,36.95,3,12.0,110.84,23.78,26.24,4,4,0,0,2024,11,4,Monday,97.54,23.67,36.95
ORD-01192,2023-03-12 02:45:40.970485243,West,Mobile App,Home & Garden,Returning,55,29.09,1,3.8,29.09,18.16,9.82,1,3,0,0,2023,3,1,Sunday,27.98,33.76,29.09
ORD-01404,2023-05-28 12:48:37.458729364,South,Mobile App,Food & Beverage,New,35,20.04,5,2.5,100.19,14.14,26.97,4,4,0,0,2023,5,2,Sunday,97.69,26.92,20.04
ORD-02578,2024-07-30 06:11:42.351175592,East,Mobile App,Food & Beverage,VIP,22,9.16,2,25.7,18.32,5.91,1.8,3,4,0,0,2024,7,3,Tuesday,13.61,9.83,9.16
ORD-02992,2024-12-28 10:38:57.568784392,East,Mobile App,Home & Garden,New,50,95.88,2,14.4,191.77,58.31,47.54,2,5,1,0,2024,12,4,Saturday,164.16,24.79,95.88
ORD-01483,2023-06-26 09:11:47.753876938,East,Online,Home & Garden,New,30,50.26,2,4.1,100.52,36.63,23.18,2,3,0,0,2023,6,2,Monday,96.4,23.06,50.26
ORD-02465,2024-06-18 23:49:11.675837920,North,Mobile App,Home & Garden,Returning,22,5.0,1,7.9,5.0,3.84,0.77,0,5,0,0,2024,6,2,Tuesday,4.61,15.4,5.0
ORD-01791,2023-10-16 20:37:34.727363684,East,Phone,Food & Beverage,New,44,39.3,2,4.7,78.59,27.59,19.75,5,5,0,0,2023,10,4,Monday,74.9,25.13,39.3
ORD-01799,2023-10-19 18:44:28.934467236,West,Online,Sports,Returning,61,51.18,2,11.1,102.36,38.44,14.15,4,5,0,0,2023,10,4,Thursday,91.0,13.82,51.18
ORD-01384,2023-05-21 05:31:21.940970486,East,Online,Books,Returning,50,13.87,1,5.2,13.87,10.93,2.22,6,4,0,0,2023,5,2,Sunday,13.15,16.01,13.87
ORD-01750,2023-10-01 21:17:11.915957980,North,Online,Clothing,New,36,71.25,1,8.1,71.25,48.37,17.08,3,5,0,0,2023,10,4,Sunday,65.48,23.97,71.25
ORD-01422,2023-06-04 02:34:09.424712356,North,Mobile App,Home & Garden,New,58,47.53,1,9.0,47.53,27.08,16.15,6,4,0,0,2023,6,2,Sunday,43.25,33.98,47.53
ORD-01314,2023-04-25 16:00:57.628814408,West,Phone,Food & Beverage,New,31,38.07,5,4.5,190.37,29.57,34.0,3,4,0,0,2023,4,2,Tuesday,181.8,17.86,38.07
ORD-02021,2024-01-08 20:26:03.181590796,North,In-Store,Clothing,VIP,54,51.12,7,21.1,357.87,34.43,41.47,0,4,0,0,2024,1,1,Monday,282.36,11.59,51.12
ORD-01543,2023-07-18 07:03:34.307153578,East,In-Store,Clothing,New,42,55.93,2,18.9,111.86,42.65,5.42,0,3,1,0,2023,7,3,Tuesday,90.72,4.85,55.93
ORD-01913,2023-11-30 09:52:51.385692848,South,Phone,Electronics,New,29,165.1,4,0.5,660.41,129.36,139.94,4,5,0,0,2023,11,4,Thursday,657.11,21.19,165.1
ORD-01662,2023-08-30 18:01:15.637818908,East,Online,Home & Garden,New,37,71.83,1,4.3,71.83,39.52,29.23,3,3,0,0,2023,8,3,Wednesday,68.74,40.69,71.83
ORD-01902,2023-11-26 09:28:21.850925464,North,Online,Electronics,New,55,5.0,1,17.3,5.0,3.99,0.15,1,4,0,0,2023,11,4,Sunday,4.14,3.0,5.0
ORD-02455,2024-06-15 08:10:33.916958480,West,Online,Electronics,VIP,38,305.41,1,26.9,305.41,179.33,44.07,6,4,0,1,2024,6,2,Saturday,223.25,14.43,305.41
ORD-01685,2023-09-08 03:36:06.483241620,East,Online,Clothing,New,51,97.28,4,10.7,389.11,57.0,119.43,6,4,1,0,2023,9,3,Friday,347.48,30.69,97.28
ORD-02682,2024-09-06 05:41:27.043521760,East,Mobile App,Food & Beverage,Returning,22,27.86,2,13.8,55.72,19.15,9.73,1,4,0,0,2024,9,3,Friday,48.03,17.46,27.86
ORD-01159,2023-02-28 01:32:12.366183092,East,Mobile App,Home & Garden,VIP,18,20.57,1,28.4,20.57,12.57,2.16,3,3,0,0,2023,2,1,Tuesday,14.73,10.5,20.57
ORD-01999,2023-12-31 19:37:04.112056028,South,Mobile App,Home & Garden,Returning,44,46.98,4,2.6,187.91,32.35,53.59,1,4,1,0,2023,12,4,Sunday,183.02,28.52,46.98
ORD-02305,2024-04-21 13:31:07.533766888,West,Online,Home & Garden,VIP,22,42.69,5,12.7,213.44,25.44,59.06,2,3,0,0,2024,4,2,Sunday,186.33,27.67,42.69
ORD-02782,2024-10-12 18:07:44.632316160,South,Online,Home & Garden,VIP,30,13.94,1,14.1,13.94,9.34,2.64,4,4,0,0,2024,10,4,Saturday,11.97,18.94,13.94
ORD-01202,2023-03-15 18:24:18.729364682,North,In-Store,Electronics,VIP,42,205.23,1,21.4,205.23,153.38,7.95,0,3,0,0,2023,3,1,Wednesday,161.31,3.87,205.23
ORD-02023,2024-01-09 13:57:46.733366684,West,Online,Sports,Returning,38,76.23,8,16.2,609.82,52.33,92.52,3,5,0,0,2024,1,1,Tuesday,511.03,15.17,76.23
ORD-02537,2024-07-15 06:51:19.539769888,East,Online,Books,Returning,19,15.11,3,5.6,45.32,12.08,6.54,6,5,0,0,2024,7,3,Monday,42.78,14.43,15.11
ORD-02268,2024-04-08 01:14:11.825912960,East,In-Store,Books,Returning,63,9.31,2,3.1,18.63,7.24,3.56,0,4,0,0,2024,4,2,Monday,18.05,19.11,9.32
ORD-01112,2023-02-10 21:36:38.899449725,West,Online,Electronics,VIP,29,149.16,4,18.2,596.66,95.04,107.7,3,5,0,0,2023,2,1,Friday,488.07,18.05,149.16
ORD-02812,2024-10-23 17:03:37.908954480,North,Online,Books,New,18,10.89,4,10.9,43.56,7.03,10.69,4,4,0,0,2024,10,4,Wednesday,38.81,24.54,10.89
ORD-02238,2024-03-28 02:18:18.549274640,West,In-Store,Electronics,Returning,57,168.79,2,2.7,337.58,100.04,128.31,0,4,0,0,2024,3,1,Thursday,328.47,38.01,168.79
ORD-01980,2023-12-24 21:05:40.370185092,South,In-Store,Food & Beverage,New,29,48.6,6,15.3,291.62,32.87,49.7,3,5,0,0,2023,12,4,Sunday,247.0,17.04,48.6
ORD-01922,2023-12-03 16:45:37.368684344,West,Mobile App,Home & Garden,New,49,64.58,1,8.8,64.58,40.7,18.22,2,3,0,0,2023,12,4,Sunday,58.9,28.21,64.58
ORD-02489,2024-06-27 18:09:54.297148576,South,In-Store,Food & Beverage,VIP,34,15.48,3,14.2,46.44,11.9,4.14,0,5,0,0,2024,6,2,Thursday,39.85,8.91,15.48
ORD-02593,2024-08-04 17:39:38.989494752,North,In-Store,Food & Beverage,VIP,55,18.41,4,11.6,73.64,13.88,10.29,0,4,0,0,2024,8,3,Sunday,65.1,13.97,18.41
ORD-02247,2024-03-31 09:11:04.532266136,North,In-Store,Books,VIP,47,31.44,1,26.1,31.44,18.75,4.5,0,5,0,0,2024,3,1,Sunday,23.23,14.31,31.44
ORD-01815,2023-10-25 14:58:17.348674336,South,Mobile App,Food & Beverage,New,31,20.62,1,7.9,20.62,14.91,4.08,2,4,0,0,2023,10,4,Wednesday,18.99,19.79,20.62
ORD-02463,2024-06-18 06:17:28.124062032,East,In-Store,Clothing,Returning,28,44.24,7,10.6,309.7,24.7,103.87,1,5,0,0,2024,6,2,Tuesday,276.87,33.54,44.24
ORD-02295,2024-04-17 21:52:29.774887448,North,Online,Electronics,VIP,59,35.8,3,14.9,107.39,21.79,25.97,3,4,0,0,2024,4,2,Wednesday,91.39,24.18,35.8
ORD-01679,2023-09-05 23:00:55.827913956,West,In-Store,Sports,Returning,46,94.28,6,8.0,565.7,64.2,135.09,0,4,0,0,2023,9,3,Tuesday,520.44,23.88,94.28
ORD-02093,2024-02-04 03:28:11.045522764,South,Mobile App,Electronics,New,33,5.0,1,8.7,5.0,2.89,1.68,3,5,1,0,2024,2,1,Sunday,4.57,33.6,5.0
ORD-01080,2023-01-30 05:09:02.071035518,West,Online,Sports,Returning,35,39.54,3,15.6,118.63,27.7,17.06,3,5,0,0,2023,1,1,Monday,100.12,14.38,39.54
ORD-02765,2024-10-06 13:08:04.442221112,South,Online,Sports,Returning,33,82.77,2,3.9,165.54,54.85,49.36,4,5,0,0,2024,10,4,Sunday,159.08,29.82,82.77
ORD-02348,2024-05-07 06:23:13.896948472,West,Online,Clothing,Returning,39,72.59,5,9.2,362.97,53.2,63.61,5,3,0,0,2024,5,2,Tuesday,329.58,17.52,72.59
ORD-02995,2024-12-29 12:56:32.896448224,East,In-Store,Sports,New,21,66.32,5,15.7,331.59,41.98,69.51,0,5,0,0,2024,12,4,Sunday,279.53,20.96,66.32
ORD-01752,2023-10-02 14:48:55.467733868,East,Online,Sports,New,37,59.29,5,7.1,296.45,34.4,103.32,3,4,0,0,2023,10,4,Monday,275.4,34.85,59.29
ORD-02323,2024-04-28 03:16:39.499749872,North,In-Store,Food & Beverage,Returning,20,35.13,9,8.9,316.2,26.72,47.62,2,4,0,0,2024,4,2,Sunday,288.06,15.06,35.13
ORD-02054,2024-01-20 21:39:31.785892948,West,Mobile App,Clothing,Returning,48,52.65,1,18.8,52.65,35.56,7.17,2,4,0,0,2024,1,1,Saturday,42.75,13.62,52.65
ORD-01242,2023-03-30 08:58:49.764882441,West,In-Store,Sports,Returning,33,57.47,2,4.0,114.95,42.53,25.31,0,4,0,0,2023,3,1,Thursday,110.35,22.02,57.48
ORD-02345,2024-05-06 04:05:38.569284640,South,Mobile App,Home & Garden,New,41,136.56,2,0.7,273.11,107.79,55.61,4,2,0,0,2024,5,2,Monday,271.2,20.36,136.56
ORD-01641,2023-08-23 01:58:08.344172088,South,Online,Clothing,Returning,24,69.01,1,3.9,69.01,54.72,11.58,4,4,0,0,2023,8,3,Wednesday,66.32,16.78,69.01
ORD-01696,2023-09-12 04:00:36.018009004,North,Mobile App,Home & Garden,Returning,57,64.82,4,19.9,259.29,50.61,5.35,3,5,0,0,2023,9,3,Tuesday,207.69,2.06,64.82
ORD-01209,2023-03-18 07:45:21.160580290,North,Phone,Electronics,New,59,190.58,1,0.4,190.58,148.51,41.37,6,5,0,0,2023,3,1,Saturday,189.82,21.71,190.58
ORD-02235,2024-03-27 00:00:43.221610808,South,Online,Electronics,Returning,20,5.0,1,5.9,5.0,3.77,0.94,4,5,0,0,2024,3,1,Wednesday,4.7,18.8,5.0
ORD-01770,2023-10-09 04:34:27.433716860,North,Online,Electronics,New,37,10.23,2,18.0,20.47,7.87,1.05,1,4,0,0,2023,10,4,Monday,16.79,5.13,10.24
ORD-02759,2024-10-04 08:32:53.786893448,South,Mobile App,Clothing,New,52,48.77,4,12.9,195.06,33.55,35.63,2,5,0,0,2024,10,4,Friday,169.9,18.27,48.76
ORD-01435,2023-06-08 20:30:22.511255628,East,Online,Clothing,Returning,18,53.3,2,15.4,106.6,39.52,11.16,3,3,0,0,2023,6,2,Thursday,90.18,10.47,53.3
ORD-02063,2024-01-24 04:32:17.768884444,South,In-Store,Clothing,Returning,39,64.11,3,0.6,192.32,45.54,54.48,0,5,0,0,2024,1,1,Wednesday,191.17,28.33,64.11
ORD-01974,2023-12-22 16:30:29.714857428,North,Online,Clothing,Returning,60,18.63,2,19.2,37.26,11.37,7.37,4,3,0,0,2023,12,4,Friday,30.11,19.78,18.63
ORD-01551,2023-07-21 05:10:28.514257128,West,Online,Electronics,Returning,52,5.0,1,6.8,5.0,3.22,1.44,2,3,1,0,2023,7,3,Friday,4.66,28.8,5.0
ORD-02399,2024-05-25 21:22:14.467233616,East,In-Store,Books,New,41,9.09,6,17.6,54.56,6.78,4.29,0,4,1,0,2024,5,2,Saturday,44.96,7.86,9.09
ORD-02408,2024-05-29 04:15:00.450225112,East,Online,Clothing,New,32,53.32,2,8.1,106.64,40.53,16.91,3,4,0,0,2024,5,2,Wednesday,98.0,15.86,53.32
ORD-02013,2024-01-05 22:19:08.974487244,North,Online,Sports,New,20,101.18,4,11.9,404.7,64.78,97.3,4,3,0,0,2024,1,1,Friday,356.54,24.04,101.18
ORD-02891,2024-11-21 13:26:48.204102056,South,In-Store,Home & Garden,Returning,18,68.19,3,12.2,204.57,51.67,24.54,0,5,0,0,2024,11,4,Thursday,179.61,12.0,68.19
ORD-01466,2023-06-20 04:12:07.563781892,North,Online,Electronics,Returning,23,252.05,5,4.7,1260.23,173.18,334.49,6,5,0,1,2023,6,2,Tuesday,1201.0,26.54,252.05
ORD-02480,2024-06-24 11:17:08.314157080,West,Online,Books,New,35,18.86,2,9.5,37.73,11.99,10.18,4,5,0,0,2024,6,2,Monday,34.15,26.98,18.86
ORD-02360,2024-05-11 15:33:35.207603800,West,Mobile App,Home & Garden,Returning,31,41.45,1,13.8,41.45,26.09,9.66,5,5,0,0,2024,5,2,Saturday,35.73,23.31,41.45
ORD-01277,2023-04-12 03:44:01.920960480,East,In-Store,Clothing,Returning,49,5.0,7,2.8,35.0,3.74,7.84,0,4,0,0,2023,4,2,Wednesday,34.02,22.4,5.0
ORD-02069,2024-01-26 09:07:28.424212108,North,Mobile App,Electronics,New,50,124.66,4,5.8,498.63,90.62,107.11,2,4,1,0,2024,1,1,Friday,469.71,21.48,124.66
ORD-02017,2024-01-07 09:22:36.078039020,East,In-Store,Clothing,New,39,5.0,2,14.9,10.0,3.99,0.53,0,3,0,0,2024,1,1,Sunday,8.51,5.3,5.0
ORD-02358,2024-05-10 22:01:51.655827912,North,Mobile App,Books,New,29,28.98,4,15.0,115.91,17.31,29.29,3,4,0,0,2024,5,2,Friday,98.52,25.27,28.98
ORD-01722,2023-09-21 15:53:02.191095548,North,Mobile App,Electronics,VIP,27,210.99,2,21.6,421.98,159.29,12.19,1,5,0,0,2023,9,3,Thursday,330.83,2.89,210.99
ORD-02958,2024-12-16 00:39:37.188594296,East,Online,Sports,New,36,39.44,4,7.6,157.76,26.99,37.74,4,5,0,0,2024,12,4,Monday,145.77,23.92,39.44
ORD-01786,2023-10-15 00:48:15.847923964,East,Phone,Books,VIP,19,18.42,2,13.7,36.85,13.71,4.36,3,4,0,0,2023,10,4,Sunday,31.8,11.83,18.42
ORD-02549,2024-07-19 16:01:40.850425216,East,In-Store,Electronics,Returning,39,95.39,6,3.5,572.37,72.64,116.36,0,4,0,0,2024,7,3,Friday,552.34,20.33,95.4
ORD-02313,2024-04-24 11:38:01.740870440,West,Online,Food & Beverage,Returning,21,12.04,1,17.8,12.04,8.77,1.12,4,5,0,0,2024,4,2,Wednesday,9.9,9.3,12.04
ORD-02374,2024-05-16 18:15:40.070035016,North,Mobile App,Home & Garden,New,45,57.49,1,6.5,57.49,32.44,21.31,3,4,1,0,2024,5,2,Thursday,53.75,37.07,57.49
ORD-02307,2024-04-22 07:02:51.085542776,West,Online,Clothing,New,49,43.78,6,2.6,262.68,29.24,80.52,4,5,0,0,2024,4,2,Monday,255.85,30.65,43.78
ORD-01906,2023-11-27 20:31:48.954477240,West,Phone,Food & Beverage,New,42,9.76,9,11.9,87.8,6.83,15.89,5,4,0,0,2023,11,4,Monday,77.35,18.1,9.76
ORD-01563,2023-07-25 14:20:49.824912456,North,Online,Electronics,Returning,24,202.45,3,6.9,607.36,159.96,85.84,5,5,1,0,2023,7,3,Tuesday,565.45,14.13,202.45
ORD-01388,2023-05-22 16:34:49.044522262,East,Mobile App,Electronics,New,47,157.85,5,7.8,789.26,88.42,285.24,0,4,0,0,2023,5,2,Monday,727.7,36.14,157.85
ORD-01022,2023-01-09 00:48:59.069534767,North,Phone,Sports,VIP,25,40.25,1,22.9,40.25,27.08,3.97,7,5,0,0,2023,1,1,Monday,31.03,9.86,40.25
ORD-02226,2024-03-23 17:07:57.238619312,South,Online,Home & Garden,VIP,22,13.02,4,15.0,52.07,9.03,8.15,3,2,0,0,2024,3,1,Saturday,44.26,15.65,13.02
ORD-01124,2023-02-15 06:47:00.210105052,North,Phone,Books,VIP,18,11.48,7,17.9,80.39,6.4,21.18,2,4,0,0,2023,2,1,Wednesday,66.0,26.35,11.48
ORD-02343,2024-05-05 10:33:55.017508752,East,Online,Electronics,Returning,43,75.79,3,6.8,227.38,49.39,63.69,5,4,0,0,2024,5,2,Sunday,211.92,28.01,75.79
ORD-01773,2023-10-10 06:52:02.761380692,South,In-Store,Books,New,31,28.04,1,7.8,28.04,20.7,5.14,0,5,0,0,2023,10,4,Tuesday,25.85,18.33,28.04
ORD-01880,2023-11-18 08:39:22.781390696,North,Online,Electronics,Returning,42,178.38,1,14.7,178.38,111.13,41.07,2,3,0,0,2023,11,4,Saturday,152.16,23.02,178.38
ORD-02144,2024-02-22 18:27:11.615807904,North,Online,Clothing,VIP,33,64.41,2,13.3,128.81,35.72,40.25,4,5,0,0,2024,2,1,Thursday,111.68,31.25,64.4
ORD-02166,2024-03-01 19:16:10.685342672,West,Phone,Electronics,VIP,50,86.29,4,25.3,345.17,67.01,-10.05,7,4,0,0,2024,3,1,Friday,257.84,-2.91,86.29
ORD-01050,2023-01-19 06:13:08.794397198,West,In-Store,Food & Beverage,Returning,37,8.75,9,19.7,78.79,6.42,5.53,1,4,0,0,2023,1,1,Thursday,63.27,7.02,8.75
ORD-02872,2024-11-14 14:55:24.462231120,South,Online,Home & Garden,VIP,45,48.52,2,25.5,97.05,36.72,-1.11,4,5,0,0,2024,11,4,Thursday,72.3,-1.14,48.52
ORD-02844,2024-11-04 09:31:14.737368688,West,Online,Books,VIP,41,23.02,1,27.5,23.02,16.39,0.3,3,3,0,0,2024,11,4,Monday,16.69,1.3,23.02
